"Table 1: 2003 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 10.02.2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State FIPS,County FIPS,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
29,043,MO,Christian County,"5,960","4,615","7,305",9.3,7.2,11.4,"2,155","1,617","2,693",13.3,10.0,16.6,"1,373",987,"1,759",11.7,8.4,14.9,"42,643","40,037","45,419",,,,,,
29,045,MO,Clark County,906,696,"1,116",12.5,9.6,15.4,309,229,389,18.6,13.8,23.4,214,151,277,17.6,12.4,22.7,"32,458","30,465","34,582",,,,,,
29,047,MO,Clay County,"12,811","9,951","15,671",6.5,5.1,8.0,"4,282","3,211","5,354",8.7,6.5,10.9,"2,532","1,819","3,245",7.3,5.3,9.4,"53,657","50,463","57,052",,,,,,
29,049,MO,Clinton County,"1,763","1,366","2,161",8.6,6.7,10.6,560,415,704,11.4,8.4,14.3,369,262,476,10.2,7.2,13.2,"44,539","41,869","47,379",,,,,,
29,051,MO,Cole County,"6,047","4,645","7,448",9.0,6.9,11.0,"1,900","1,410","2,389",11.6,8.6,14.5,"1,203",855,"1,551",10.3,7.3,13.2,"46,892","44,039","49,931",,,,,,
29,053,MO,Cooper County,"1,720","1,327","2,112",11.2,8.7,13.8,547,409,685,14.9,11.1,18.6,354,253,455,13.2,9.4,16.9,"36,023","33,855","38,329",,,,,,
29,055,MO,Crawford County,"3,405","2,623","4,186",14.5,11.2,17.9,"1,211",902,"1,519",21.2,15.8,26.6,801,571,"1,031",19.2,13.7,24.7,"32,375","30,383","34,498",,,,,,
29,057,MO,Dade County,996,765,"1,227",12.9,9.9,15.8,341,253,429,20.1,14.9,25.4,227,161,293,17.9,12.7,23.1,"31,295","29,369","33,347",,,,,,
29,059,MO,Dallas County,"2,489","1,914","3,063",15.3,11.8,18.8,937,694,"1,181",22.7,16.8,28.6,636,450,822,21.3,15.0,27.5,"29,237","27,442","31,149",,,,,,
29,061,MO,Daviess County,"1,152",876,"1,427",14.1,10.8,17.5,478,351,606,22.9,16.8,29.0,313,219,407,21.2,14.8,27.6,"32,518","30,451","34,725",,,,,,
29,063,MO,DeKalb County,"1,198",871,"1,526",13.5,9.8,17.2,317,235,399,14.3,10.6,18.0,212,150,274,13.3,9.4,17.1,"31,850","29,737","34,113",,,,,,
29,065,MO,Dent County,"2,380","1,830","2,930",16.0,12.3,19.7,847,625,"1,070",24.4,18.0,30.8,583,410,756,23.4,16.5,30.3,"27,811","26,103","29,631",,,,,,
29,067,MO,Douglas County,"2,298","1,756","2,839",17.0,13.0,21.0,823,607,"1,039",26.9,19.9,34.0,537,378,696,23.0,16.2,29.8,"26,804","25,146","28,571",,,,,,
29,069,MO,Dunklin County,"6,592","5,066","8,117",20.6,15.9,25.4,"2,601","1,930","3,271",31.9,23.7,40.1,"1,721","1,221","2,221",30.0,21.3,38.7,"27,198","25,503","29,006",,,,,,
29,071,MO,Franklin County,"8,214","6,371","10,056",8.4,6.5,10.3,"2,805","2,102","3,508",11.4,8.5,14.2,"1,779","1,277","2,281",10.0,7.2,12.8,"45,501","42,772","48,404",,,,,,
29,073,MO,Gasconade County,"1,496","1,151","1,842",9.7,7.5,12.0,451,336,567,13.0,9.7,16.3,296,210,382,11.4,8.1,14.7,"36,058","33,847","38,414",,,,,,
29,075,MO,Gentry County,724,553,894,11.3,8.6,13.9,247,181,312,16.2,11.9,20.5,168,118,218,14.3,10.1,18.6,"30,722","28,796","32,778",,,,,,
29,077,MO,Greene County,"29,645","23,153","36,137",12.4,9.7,15.2,"9,279","6,986","11,572",17.6,13.2,21.9,"5,890","4,249","7,531",16.0,11.5,20.5,"36,046","33,940","38,283",,,,,,
29,079,MO,Grundy County,"1,409","1,084","1,733",14.2,10.9,17.5,499,371,628,22.0,16.4,27.7,326,232,420,20.3,14.4,26.1,"28,852","27,064","30,759",,,,,,
29,081,MO,Harrison County,"1,153",885,"1,421",13.3,10.2,16.4,378,280,476,19.7,14.6,24.9,247,174,320,18.0,12.7,23.3,"29,065","27,274","30,974",,,,,,
29,083,MO,Henry County,"2,980","2,295","3,664",13.3,10.2,16.3,"1,035",772,"1,298",20.5,15.3,25.7,680,485,875,19.1,13.6,24.5,"32,855","30,845","34,995",,,,,,
29,085,MO,Hickory County,"1,478","1,132","1,824",16.2,12.4,20.0,455,336,574,28.1,20.7,35.4,316,223,409,24.8,17.5,32.1,"25,851","24,231","27,580",,,,,,
29,087,MO,Holt County,588,450,727,11.8,9.0,14.5,183,135,231,17.3,12.7,21.9,123,87,159,15.0,10.6,19.5,"31,652","29,644","33,797",,,,,,
29,089,MO,Howard County,"1,099",844,"1,353",11.8,9.1,14.5,343,255,430,16.1,12.0,20.2,226,161,291,14.6,10.4,18.9,"31,938","29,986","34,018",,,,,,
29,091,MO,Howell County,"6,426","4,936","7,915",17.1,13.2,21.1,"2,393","1,784","3,003",26.1,19.4,32.7,"1,568","1,118","2,018",23.8,17.0,30.6,"27,815","26,088","29,656",,,,,,
29,093,MO,Iron County,"1,780","1,374","2,186",17.6,13.6,21.7,670,500,840,28.0,20.9,35.1,453,323,583,26.5,18.9,34.1,"27,605","25,895","29,428",,,,,,
29,095,MO,Jackson County,"80,582","63,344","97,820",12.3,9.7,15.0,"29,394","22,306","36,482",17.7,13.4,21.9,"18,624","13,573","23,675",16.3,11.9,20.7,"42,167","39,865","44,601",,,,,,
29,097,MO,Jasper County,"16,025","12,445","19,605",14.9,11.6,18.2,"5,824","4,374","7,275",21.2,15.9,26.5,"3,705","2,663","4,747",19.8,14.2,25.4,"32,487","30,537","34,561",,,,,,
29,099,MO,Jefferson County,"16,712","13,008","20,416",8.0,6.2,9.8,"5,868","4,412","7,323",11.1,8.3,13.8,"3,689","2,657","4,721",9.5,6.8,12.2,"49,903","46,953","53,039",,,,,,
29,101,MO,Johnson County,"5,431","4,166","6,696",11.5,8.8,14.1,"1,641","1,221","2,061",13.7,10.2,17.2,"1,065",759,"1,371",12.7,9.1,16.4,"37,791","35,496","40,234",,,,,,
29,103,MO,Knox County,599,453,745,14.4,10.9,18.0,213,156,269,21.2,15.6,26.9,146,102,190,20.6,14.4,26.8,"29,281","27,356","31,343",,,,,,
29,105,MO,Laclede County,"4,761","3,664","5,859",14.3,11.0,17.6,"1,799","1,336","2,261",21.8,16.2,27.4,"1,160",824,"1,496",19.6,14.0,25.3,"31,551","29,617","33,610",,,,,,
29,107,MO,Lafayette County,"3,294","2,536","4,053",10.2,7.8,12.5,"1,154",860,"1,449",14.5,10.8,18.2,746,532,960,12.8,9.1,16.5,"38,886","36,519","41,406",,,,,,
29,109,MO,Lawrence County,"4,939","3,804","6,074",13.6,10.5,16.8,"1,876","1,395","2,357",20.0,14.9,25.1,"1,234",877,"1,591",18.2,13.0,23.5,"31,941","29,998","34,009",,,,,,
29,111,MO,Lewis County,"1,267",973,"1,561",13.3,10.2,16.4,434,318,550,18.1,13.3,22.9,299,209,389,17.3,12.1,22.4,"32,755","30,762","34,878",,,,,,
29,113,MO,Lincoln County,"4,088","3,141","5,036",9.0,6.9,11.1,"1,570","1,168","1,973",12.9,9.6,16.2,"1,017",724,"1,310",11.3,8.1,14.6,"46,968","44,065","50,063",,,,,,
29,115,MO,Linn County,"1,752","1,344","2,160",13.4,10.3,16.5,603,449,758,19.3,14.3,24.2,408,290,526,18.1,12.8,23.3,"29,924","28,044","31,930",,,,,,
29,117,MO,Livingston County,"1,676","1,291","2,062",12.5,9.6,15.4,554,412,695,17.5,13.0,22.0,366,261,471,15.7,11.2,20.2,"32,894","30,871","35,049",,,,,,
29,119,MO,McDonald County,"3,780","2,903","4,656",16.9,13.0,20.9,"1,494","1,089","1,898",24.2,17.6,30.7,"1,018",707,"1,329",23.2,16.1,30.3,"28,480","26,712","30,366",,,,,,
29,121,MO,Macon County,"1,858","1,426","2,290",12.1,9.3,15.0,633,470,797,18.1,13.4,22.8,409,290,528,16.0,11.3,20.6,"32,516","30,494","34,673",,,,,,
29,123,MO,Madison County,"1,772","1,364","2,181",15.0,11.6,18.5,610,454,767,22.8,16.9,28.6,403,287,519,20.6,14.6,26.5,"28,158","26,406","30,025",,,,,,
29,125,MO,Maries County,"1,075",826,"1,325",12.2,9.4,15.0,361,267,455,17.4,12.8,21.9,249,176,322,16.0,11.3,20.8,"32,829","30,835","34,953",,,,,,
29,127,MO,Marion County,"3,455","2,662","4,249",12.6,9.7,15.5,"1,238",923,"1,552",17.7,13.2,22.3,800,570,"1,030",16.5,11.8,21.2,"33,723","31,659","35,921",,,,,,
29,129,MO,Mercer County,430,330,531,12.0,9.2,14.8,132,97,166,16.9,12.5,21.4,92,65,119,16.4,11.6,21.2,"28,670","26,774","30,700",,,,,,
29,131,MO,Miller County,"3,259","2,509","4,008",13.4,10.3,16.5,"1,199",894,"1,505",20.5,15.3,25.7,790,563,"1,017",18.7,13.3,24.0,"31,343","29,429","33,382",,,,,,
29,133,MO,Mississippi County,"2,648","2,043","3,254",20.6,15.9,25.3,"1,012",754,"1,269",31.2,23.2,39.1,690,492,888,31.2,22.3,40.1,"25,282","23,708","26,960",,,,,,
29,135,MO,Moniteau County,"1,468","1,126","1,810",10.5,8.1,13.0,521,387,654,14.3,10.6,18.0,347,247,447,13.3,9.4,17.2,"36,829","34,592","39,211",,,,,,
29,137,MO,Monroe County,944,729,"1,158",10.1,7.8,12.4,352,262,443,15.8,11.7,19.9,238,169,307,14.6,10.4,18.8,"32,791","30,799","34,912",,,,,,
29,139,MO,Montgomery County,"1,400","1,075","1,724",11.9,9.1,14.6,489,364,614,17.4,13.0,21.9,326,232,420,16.2,11.5,20.9,"34,751","32,611","37,032",,,,,,
29,141,MO,Morgan County,"2,979","2,295","3,663",14.8,11.4,18.2,"1,131",841,"1,421",25.1,18.6,31.5,749,533,965,22.9,16.3,29.5,"31,109","29,187","33,159",,,,,,
29,143,MO,New Madrid County,"3,504","2,704","4,305",18.8,14.5,23.0,"1,345","1,004","1,687",29.3,21.9,36.8,864,617,"1,111",26.0,18.6,33.4,"28,984","27,204","30,879",,,,,,
29,145,MO,Newton County,"6,590","5,086","8,094",12.2,9.4,15.0,"2,441","1,821","3,061",18.1,13.5,22.7,"1,567","1,118","2,016",16.2,11.5,20.8,"35,215","33,076","37,493",,,,,,
29,147,MO,Nodaway County,"2,207","1,670","2,744",11.6,8.7,14.4,428,317,540,11.3,8.4,14.3,282,199,365,10.5,7.4,13.6,"34,075","31,944","36,349",,,,,,
29,149,MO,Oregon County,"1,917","1,475","2,358",18.5,14.2,22.8,676,503,849,29.7,22.1,37.3,453,322,584,26.6,18.9,34.2,"24,287","22,772","25,902",,,,,,
29,151,MO,Osage County,"1,117",864,"1,370",8.5,6.5,10.4,340,253,427,10.4,7.7,13.0,222,158,286,9.4,6.7,12.1,"40,744","38,315","43,326",,,,,,
29,153,MO,Ozark County,"1,704","1,306","2,103",18.2,13.9,22.4,573,424,722,29.9,22.1,37.7,388,274,502,28.0,19.8,36.3,"25,784","24,179","27,497",,,,,,
29,155,MO,Pemiscot County,"4,515","3,462","5,567",23.3,17.8,28.7,"2,000","1,475","2,525",34.8,25.7,43.9,"1,337",942,"1,732",33.2,23.4,42.9,"24,135","22,614","25,758",,,,,,
29,157,MO,Perry County,"1,732","1,339","2,125",9.6,7.4,11.8,554,411,697,12.7,9.4,16.0,365,259,471,11.6,8.2,14.9,"38,209","35,898","40,668",,,,,,
29,159,MO,Pettis County,"5,008","3,859","6,157",12.7,9.8,15.7,"1,875","1,400","2,351",18.9,14.1,23.6,"1,217",869,"1,565",17.6,12.6,22.6,"33,669","31,616","35,855",,,,,,
29,161,MO,Phelps County,"5,585","4,306","6,863",14.1,10.9,17.3,"1,777","1,328","2,227",19.6,14.6,24.5,"1,141",815,"1,467",17.8,12.7,22.9,"32,436","30,440","34,563",,,,,,
29,163,MO,Pike County,"2,342","1,802","2,883",14.3,11.0,17.6,765,569,960,19.2,14.3,24.1,512,364,660,17.6,12.5,22.7,"33,188","31,166","35,341",,,,,,
29,165,MO,Platte County,"4,470","3,457","5,483",5.5,4.3,6.8,"1,346","1,005","1,688",6.9,5.1,8.6,861,614,"1,108",6.1,4.4,7.9,"60,117","56,501","63,964",,,,,,
29,167,MO,Polk County,"4,024","3,100","4,948",14.9,11.5,18.4,"1,421","1,060","1,781",21.4,16.0,26.9,939,670,"1,208",19.4,13.9,25.0,"31,402","29,472","33,458",,,,,,
29,169,MO,Pulaski County,"4,512","3,459","5,564",12.2,9.4,15.1,"1,695","1,263","2,126",14.9,11.1,18.7,"1,085",772,"1,398",13.6,9.7,17.5,"37,764","35,385","40,304",,,,,,
29,171,MO,Putnam County,697,534,860,13.8,10.6,17.1,236,174,298,20.5,15.1,25.8,163,115,211,19.6,13.8,25.4,"28,019","26,294","29,858",,,,,,
29,173,MO,Ralls County,873,671,"1,076",9.1,7.0,11.2,277,205,348,13.3,9.8,16.7,177,125,229,11.1,7.8,14.3,"38,619","36,266","41,126",,,,,,
29,175,MO,Randolph County,"3,087","2,395","3,779",13.4,10.4,16.5,"1,087",816,"1,359",18.8,14.1,23.5,721,518,924,17.9,12.8,22.9,"32,205","30,289","34,242",,,,,,
29,177,MO,Ray County,"1,989","1,532","2,445",8.4,6.5,10.3,760,563,956,12.7,9.4,16.0,487,345,629,10.9,7.7,14.1,"44,099","41,437","46,931",,,,,,
29,179,MO,Reynolds County,"1,188",910,"1,466",18.2,14.0,22.5,431,318,543,31.4,23.2,39.6,287,203,371,29.1,20.6,37.7,"25,782","24,168","27,503",,,,,,
29,181,MO,Ripley County,"2,642","2,042","3,242",19.2,14.9,23.6,988,737,"1,240",30.1,22.5,37.8,659,471,847,28.3,20.2,36.4,"25,295","23,707","26,988",,,,,,
29,183,MO,St. Charles County,"15,707","12,194","19,220",4.9,3.8,6.0,"5,069","3,791","6,347",6.0,4.5,7.5,"3,238","2,319","4,157",5.2,3.7,6.7,"63,251","59,493","67,245",,,,,,
29,185,MO,St. Clair County,"1,580","1,208","1,953",16.8,12.9,20.8,522,383,661,26.3,19.3,33.3,356,249,463,23.5,16.4,30.6,"26,520","24,864","28,288",,,,,,
29,186,MO,Ste. Genevieve County,"1,571","1,206","1,935",8.7,6.7,10.8,515,381,650,12.1,9.0,15.3,336,237,435,10.4,7.4,13.5,"42,377","39,759","45,167",,,,,,
29,187,MO,St. Francois County,"7,876","6,099","9,653",14.3,11.1,17.5,"2,703","2,025","3,381",20.8,15.6,26.0,"1,698","1,218","2,178",18.3,13.2,23.5,"32,531","30,550","34,641",,,,,,
29,189,MO,St. Louis County,"85,950","67,737","104,163",8.6,6.8,10.4,"27,687","20,904","34,471",11.6,8.8,14.5,"17,019","12,330","21,708",9.8,7.1,12.4,"51,453","48,763","54,292",,,,,,
29,195,MO,Saline County,"2,880","2,217","3,542",13.4,10.3,16.5,999,744,"1,254",19.6,14.6,24.6,672,478,866,18.7,13.3,24.0,"32,547","30,547","34,677",,,,,,
29,197,MO,Schuyler County,587,449,725,13.6,10.4,16.8,198,146,251,19.7,14.5,25.0,138,97,179,18.7,13.2,24.3,"28,910","27,130","30,807",,,,,,
29,199,MO,Scotland County,628,478,778,13.1,10.0,16.2,247,179,314,18.8,13.6,23.9,172,119,225,17.7,12.3,23.2,"29,132","27,346","31,034",,,,,,
29,201,MO,Scott County,"5,918","4,586","7,250",14.6,11.3,17.9,"2,371","1,780","2,963",22.5,16.9,28.2,"1,554","1,117","1,991",20.5,14.7,26.3,"33,051","31,054","35,177",,,,,,
29,203,MO,Shannon County,"1,773","1,357","2,188",21.2,16.3,26.2,656,484,829,32.8,24.2,41.4,450,317,583,30.6,21.6,39.7,"22,025","20,642","23,499",,,,,,
29,205,MO,Shelby County,894,684,"1,103",13.5,10.3,16.6,306,227,385,19.4,14.4,24.4,209,148,270,18.7,13.2,24.2,"31,097","29,181","33,138",,,,,,
29,207,MO,Stoddard County,"4,420","3,426","5,413",15.0,11.6,18.3,"1,497","1,123","1,872",22.7,17.0,28.3,961,690,"1,232",20.4,14.7,26.2,"30,202","28,347","32,179",,,,,,
29,209,MO,Stone County,"3,894","2,995","4,793",12.7,9.8,15.6,"1,338",995,"1,682",21.9,16.3,27.5,887,631,"1,143",19.8,14.1,25.5,"33,808","31,729","36,023",,,,,,
29,211,MO,Sullivan County,"1,011",777,"1,246",14.8,11.3,18.2,349,259,438,20.6,15.3,25.9,232,165,299,19.5,13.9,25.2,"26,791","25,066","28,636",,,,,,
29,213,MO,Taney County,"5,403","4,137","6,668",13.3,10.2,16.4,"1,980","1,465","2,495",21.7,16.0,27.3,"1,278",903,"1,653",20.5,14.5,26.4,"31,065","29,131","33,128",,,,,,
29,215,MO,Texas County,"4,257","3,268","5,246",18.5,14.2,22.8,"1,461","1,086","1,837",27.3,20.3,34.3,988,702,"1,274",25.4,18.0,32.7,"26,138","24,517","27,866",,,,,,
29,217,MO,Vernon County,"2,914","2,240","3,589",15.0,11.5,18.5,"1,122",835,"1,409",22.7,16.9,28.5,733,521,945,21.0,14.9,27.1,"30,476","28,595","32,481",,,,,,
29,219,MO,Warren County,"2,521","1,950","3,093",9.1,7.0,11.1,900,672,"1,129",13.2,9.9,16.6,578,413,743,11.6,8.3,14.9,"44,546","41,840","47,427",,,,,,
29,221,MO,Washington County,"4,173","3,199","5,148",18.3,14.0,22.6,"1,524","1,129","1,919",26.2,19.4,32.9,"1,018",720,"1,316",24.9,17.6,32.2,"28,153","26,401","30,021",,,,,,
29,223,MO,Wayne County,"2,604","1,978","3,229",20.0,15.2,24.8,920,676,"1,164",32.5,23.9,41.1,630,442,818,31.3,21.9,40.6,"24,022","22,487","25,662",,,,,,
29,225,MO,Webster County,"4,647","3,563","5,731",13.9,10.7,17.2,"2,021","1,494","2,548",22.0,16.3,27.8,"1,343",950,"1,736",20.5,14.5,26.5,"34,304","32,223","36,521",,,,,,
29,227,MO,Worth County,295,225,365,13.0,9.9,16.1,92,68,116,19.0,14.0,24.0,63,44,82,17.9,12.6,23.2,"27,817","26,107","29,640",,,,,,
29,229,MO,Wright County,"3,376","2,589","4,162",18.7,14.4,23.1,"1,295",963,"1,626",28.3,21.1,35.6,856,609,"1,103",26.3,18.7,33.8,"25,611","24,014","27,315",,,,,,
29,510,MO,St. Louis city,"72,245","56,317","88,173",21.5,16.7,26.2,"27,424","20,593","34,255",31.7,23.8,39.6,"17,871","12,857","22,885",29.9,21.5,38.3,"28,209","26,551","29,969",,,,,,
30,000,MT,Montana,"129,109","121,578","136,641",14.2,13.4,15.0,"40,946","37,661","44,231",19.9,18.3,21.5,"25,827","23,273","28,381",17.3,15.6,19.0,"34,449","32,996","35,902","13,486","11,496","15,476",26.3,22.4,30.2
30,001,MT,Beaverhead County,"1,316","1,026","1,607",15.7,12.2,19.1,394,296,491,22.0,16.5,27.4,248,178,318,18.7,13.5,24.0,"31,605","29,727","33,601",,,,,,
30,003,MT,Big Horn County,"3,090","2,374","3,805",24.0,18.5,29.6,"1,345",993,"1,697",32.0,23.6,40.4,889,624,"1,154",30.2,21.2,39.3,"27,719","26,000","29,553",,,,,,
30,005,MT,Blaine County,"1,483","1,138","1,828",22.3,17.1,27.5,566,420,713,29.8,22.1,37.6,374,264,484,27.0,19.0,35.0,"25,373","23,729","27,131",,,,,,
30,007,MT,Broadwater County,585,452,717,13.0,10.1,16.0,180,135,225,19.7,14.8,24.6,119,85,153,16.6,11.9,21.3,"33,360","31,375","35,471",,,,,,
30,009,MT,Carbon County,"1,089",837,"1,340",11.2,8.6,13.8,314,233,395,16.0,11.9,20.1,205,145,265,13.6,9.6,17.6,"34,499","32,370","36,767",,,,,,
30,011,MT,Carter County,162,122,202,12.4,9.3,15.4,42,30,54,16.2,11.6,20.7,30,20,40,13.8,9.3,18.2,"26,301","24,452","28,288",,,,,,
30,013,MT,Cascade County,"10,782","8,428","13,137",13.8,10.8,16.8,"3,513","2,652","4,373",18.7,14.1,23.3,"2,155","1,555","2,755",16.1,11.6,20.6,"34,546","32,521","36,697",,,,,,
30,015,MT,Chouteau County,822,622,"1,021",15.1,11.4,18.8,262,182,343,19.8,13.7,25.8,186,122,250,17.6,11.5,23.7,"28,774","26,925","30,749",,,,,,
30,017,MT,Custer County,"1,554","1,197","1,911",14.0,10.8,17.2,479,357,601,19.5,14.5,24.4,308,219,397,17.2,12.2,22.2,"31,980","29,992","34,101",,,,,,
30,019,MT,Daniels County,216,163,269,11.9,9.0,14.8,51,35,67,16.7,11.6,21.8,34,22,46,14.2,9.2,19.2,"28,081","26,019","30,307",,,,,,
30,021,MT,Dawson County,"1,044",801,"1,288",12.7,9.7,15.7,282,207,357,16.7,12.3,21.2,184,129,239,14.8,10.3,19.2,"33,900","31,772","36,170",,,,,,
30,023,MT,Deer Lodge County,"1,326","1,027","1,626",14.9,11.6,18.3,375,278,471,21.6,16.1,27.2,244,172,316,19.2,13.6,24.9,"28,553","26,777","30,448",,,,,,
30,025,MT,Fallon County,265,201,329,9.7,7.3,12.0,65,46,85,11.7,8.2,15.1,45,30,60,10.6,7.0,14.1,"35,354","33,003","37,872",,,,,,
30,027,MT,Fergus County,"1,663","1,277","2,050",14.9,11.4,18.3,505,373,637,22.1,16.3,27.8,328,230,426,18.7,13.1,24.3,"31,612","29,615","33,743",,,,,,
30,029,MT,Flathead County,"10,135","7,904","12,366",12.6,9.8,15.4,"3,348","2,518","4,178",18.3,13.7,22.8,"2,051","1,472","2,630",15.5,11.1,19.9,"37,492","35,245","39,884",,,,,,
30,031,MT,Gallatin County,"8,424","6,564","10,285",11.5,9.0,14.1,"1,941","1,461","2,422",12.8,9.6,16.0,"1,169",837,"1,501",11.0,7.9,14.1,"40,724","38,266","43,341",,,,,,
30,033,MT,Garfield County,142,103,181,11.7,8.5,14.9,42,29,56,15.5,10.5,20.5,30,19,41,15.6,10.1,21.1,"28,572","26,590","30,702",,,,,,
30,035,MT,Glacier County,"3,433","2,633","4,234",25.6,19.7,31.6,"1,402","1,041","1,764",33.8,25.1,42.5,916,647,"1,185",31.9,22.5,41.3,"27,129","25,354","29,027",,,,,,
30,037,MT,Golden Valley County,188,143,233,18.2,13.8,22.5,47,32,63,24.5,16.4,32.5,35,22,48,26.2,16.5,35.9,"24,739","23,060","26,540",,,,,,
30,039,MT,Granite County,419,322,515,14.8,11.4,18.1,128,95,162,23.2,17.2,29.2,83,58,108,18.1,12.7,23.5,"30,988","29,069","33,033",,,,,,
30,041,MT,Hill County,"2,904","2,256","3,552",18.1,14.0,22.1,986,741,"1,231",23.5,17.7,29.4,629,451,807,22.0,15.8,28.2,"32,365","30,412","34,444",,,,,,
30,043,MT,Jefferson County,987,757,"1,217",9.3,7.1,11.4,300,222,377,12.7,9.4,15.9,196,138,254,10.4,7.4,13.5,"45,407","42,643","48,349",,,,,,
30,045,MT,Judith Basin County,357,271,443,16.2,12.3,20.1,109,79,139,22.9,16.6,29.1,76,52,100,19.9,13.6,26.1,"27,014","25,188","28,972",,,,,,
30,047,MT,Lake County,"5,279","4,109","6,449",19.1,14.9,23.4,"1,897","1,426","2,368",28.1,21.1,35.1,"1,207",866,"1,548",25.0,17.9,32.1,"30,362","28,573","32,263",,,,,,
30,049,MT,Lewis and Clark County,"6,658","5,191","8,125",11.6,9.1,14.2,"2,017","1,519","2,515",15.8,11.9,19.7,"1,221",877,"1,565",13.1,9.4,16.8,"40,578","38,189","43,116",,,,,,
30,051,MT,Liberty County,272,204,341,13.8,10.3,17.3,59,40,78,15.7,10.8,20.6,43,28,58,14.2,9.2,19.1,"28,258","26,366","30,287",,,,,,
30,053,MT,Lincoln County,"3,458","2,690","4,226",18.3,14.2,22.3,"1,125",846,"1,403",28.3,21.3,35.3,731,524,938,24.7,17.7,31.6,"29,331","27,558","31,218",,,,,,
30,055,MT,McCone County,225,170,279,12.6,9.6,15.7,67,48,86,18.0,12.9,23.0,46,31,61,15.3,10.5,20.2,"27,921","25,992","29,994",,,,,,
30,057,MT,Madison County,822,632,"1,012",11.7,9.0,14.4,222,164,279,17.2,12.8,21.7,148,104,192,14.8,10.4,19.1,"31,856","29,967","33,864",,,,,,
30,059,MT,Meagher County,335,256,414,17.1,13.1,21.1,105,77,132,24.9,18.4,31.4,73,51,95,22.6,15.7,29.5,"26,010","24,038","28,144",,,,,,
30,061,MT,Mineral County,677,517,836,17.8,13.6,22.0,239,173,305,31.6,22.9,40.3,153,106,200,26.8,18.5,35.1,"29,904","28,002","31,936",,,,,,
30,063,MT,Missoula County,"14,409","11,267","17,552",15.0,11.7,18.2,"3,848","2,903","4,793",19.2,14.5,24.0,"2,335","1,681","2,989",16.4,11.8,21.0,"36,790","34,619","39,098",,,,,,
30,065,MT,Musselshell County,788,605,970,17.6,13.6,21.7,250,185,314,29.5,21.8,37.1,170,119,221,27.9,19.6,36.2,"27,499","25,804","29,305",,,,,,
30,067,MT,Park County,"1,962","1,510","2,414",12.5,9.6,15.3,590,439,742,18.1,13.5,22.8,381,270,492,16.0,11.3,20.6,"32,837","30,818","34,988",,,,,,
30,069,MT,Petroleum County,59,41,77,12.0,8.4,15.6,16,10,21,15.7,10.1,21.2,11,7,15,12.9,7.6,18.2,"23,622","22,063","25,290",,,,,,
30,071,MT,Phillips County,665,509,821,16.0,12.3,19.7,206,151,260,22.8,16.7,28.8,138,96,180,19.6,13.6,25.5,"29,472","27,570","31,506",,,,,,
30,073,MT,Pondera County,"1,078",828,"1,328",17.6,13.5,21.7,356,265,448,23.4,17.4,29.5,240,169,311,21.2,15.0,27.5,"29,420","27,480","31,497",,,,,,
30,075,MT,Powder River County,196,147,245,11.2,8.4,13.9,55,40,71,14.0,10.1,18.0,39,26,52,12.4,8.4,16.4,"28,851","26,977","30,855",,,,,,
30,077,MT,Powell County,886,659,"1,113",16.2,12.0,20.3,248,184,312,20.6,15.3,25.9,165,117,213,17.7,12.6,22.9,"29,676","27,798","31,681",,,,,,
30,079,MT,Prairie County,140,106,174,12.3,9.4,15.3,33,23,43,19.9,13.9,25.9,22,14,30,17.2,11.3,23.1,"28,238","26,307","30,311",,,,,,
30,081,MT,Ravalli County,"5,476","4,238","6,714",14.0,10.8,17.2,"1,825","1,367","2,284",21.1,15.8,26.4,"1,178",841,"1,515",18.4,13.1,23.6,"34,907","32,781","37,171",,,,,,
30,083,MT,Richland County,"1,183",910,"1,456",13.1,10.1,16.1,385,286,483,18.2,13.6,22.9,245,173,317,15.0,10.6,19.4,"34,365","32,178","36,701",,,,,,
30,085,MT,Roosevelt County,"2,750","2,128","3,372",26.3,20.4,32.2,"1,233",924,"1,542",37.0,27.7,46.2,793,567,"1,019",34.7,24.8,44.6,"25,677","24,088","27,372",,,,,,
30,087,MT,Rosebud County,"1,646","1,256","2,036",18.0,13.7,22.2,677,500,853,25.0,18.5,31.6,443,311,575,23.6,16.6,30.6,"38,696","36,296","41,256",,,,,,
30,089,MT,Sanders County,"1,852","1,436","2,267",17.1,13.2,20.9,587,440,734,27.4,20.5,34.3,382,273,491,24.4,17.4,31.3,"28,456","26,754","30,266",,,,,,
